match_id,season,team1,team2,venue,winner,player_of_match,toss_winner,toss_decision
392213,2009,Royal Challengers Bangalore,Rajasthan Royals,SuperSport Park,Rajasthan Royals,A Singh,Rajasthan Royals,field
392214,2009,Chennai Super Kings,Kings XI Punjab,SuperSport Park,Chennai Super Kings,ML Hayden,Chennai Super Kings,bat
392215,2009,Delhi Daredevils,Mumbai Indians,Buffalo Park,Delhi Daredevils,A Nehra,Mumbai Indians,bat
392216,2009,Deccan Chargers,Kings XI Punjab,De Beers Diamond Oval,Kings XI Punjab,DPMD Jayawardene,Kings XI Punjab,field
392217,2009,Chennai Super Kings,Rajasthan Royals,De Beers Diamond Oval,Chennai Super Kings,S Badrinath,Rajasthan Royals,bat
392218,2009,Royal Challengers Bangalore,Mumbai Indians,St George's Park,Mumbai Indians,JP Duminy,Mumbai Indians,bat
392219,2009,Delhi Daredevils,Kolkata Knight Riders,New Wanderers Stadium,Delhi Daredevils,A Mishra,Delhi Daredevils,field
392220,2009,Deccan Chargers,Rajasthan Royals,De Beers Diamond Oval,Deccan Chargers,DR Smith,Deccan Chargers,bat
392221,2009,Royal Challengers Bangalore,Kolkata Knight Riders,SuperSport Park,Royal Challengers Bangalore,LRPL Taylor,Royal Challengers Bangalore,field
392222,2009,Kings XI Punjab,Mumbai Indians,SuperSport Park,Mumbai Indians,Harbhajan Singh,Kings XI Punjab,bat
392223,2009,Deccan Chargers,Delhi Daredevils,Kingsmead,Delhi Daredevils,R Bhatia,Deccan Chargers,field
392224,2009,Royal Challengers Bangalore,Chennai Super Kings,Kingsmead,Royal Challengers Bangalore,LRPL Taylor,Chennai Super Kings,bat
392225,2009,Mumbai Indians,Rajasthan Royals,Kingsmead,Rajasthan Royals,SK Warne,Rajasthan Royals,bat
392226,2009,Delhi Daredevils,Kings XI Punjab,OUTsurance Oval,Kings XI Punjab,B Lee,Kings XI Punjab,field
392227,2009,Chennai Super Kings,Mumbai Indians,St George's Park,Chennai Super Kings,ML Hayden,Mumbai Indians,bat
392228,2009,Deccan Chargers,Kolkata Knight Riders,New Wanderers Stadium,Deccan Chargers,RG Sharma,Deccan Chargers,field
392229,2009,Deccan Chargers,Kings XI Punjab,New Wanderers Stadium,Kings XI Punjab,Yuvraj Singh,Deccan Chargers,field
392230,2009,Delhi Daredevils,Rajasthan Royals,OUTsurance Oval,Delhi Daredevils,AB de Villiers,Delhi Daredevils,bat
392231,2009,Chennai Super Kings,Kolkata Knight Riders,SuperSport Park,Kolkata Knight Riders,BJ Hodge,Chennai Super Kings,bat
392232,2009,Royal Challengers Bangalore,Delhi Daredevils,New Wanderers Stadium,Royal Challengers Bangalore,JH Kallis,Delhi Daredevils,bat
392233,2009,Kolkata Knight Riders,Rajasthan Royals,Kingsmead,Kolkata Knight Riders,LR Shukla,Kolkata Knight Riders,field
392234,2009,Chennai Super Kings,Kings XI Punjab,Kingsmead,Chennai Super Kings,M Muralitharan,Chennai Super Kings,bat
392235,2009,Delhi Daredevils,Mumbai Indians,SuperSport Park,Delhi Daredevils,V Sehwag,Delhi Daredevils,field
392236,2009,Royal Challengers Bangalore,Deccan Chargers,SuperSport Park,Royal Challengers Bangalore,MK Pandey,Royal Challengers Bangalore,bat
392237,2009,Delhi Daredevils,Deccan Chargers,SuperSport Park,Deccan Chargers,AC Gilchrist,Deccan Chargers,field
392238,2009,Royal Challengers Bangalore,Chennai Super Kings,New Wanderers Stadium,Royal Challengers Bangalore,MK Pandey,Royal Challengers Bangalore,field
392239,2009,Royal Challengers Bangalore,Deccan Chargers,New Wanderers Stadium,Deccan Chargers,A Kumble,Royal Challengers Bangalore,field
419106,2010,Deccan Chargers,Kolkata Knight Riders,Dr DY Patil Sports Academy,Kolkata Knight Riders,AD Mathews,Deccan Chargers,field
419107,2010,Mumbai Indians,Rajasthan Royals,Brabourne Stadium,Mumbai Indians,YK Pathan,Mumbai Indians,bat
419108,2010,Kings XI Punjab,Delhi Daredevils,"Punjab Cricket Association Stadium, Mohali",Delhi Daredevils,G Gambhir,Delhi Daredevils,field
419109,2010,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Kolkata Knight Riders,MK Tiwary,Kolkata Knight Riders,field
419110,2010,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Deccan Chargers,WPUJC Vaas,Deccan Chargers,bat
419111,2010,Rajasthan Royals,Delhi Daredevils,"Sardar Patel Stadium, Motera",Delhi Daredevils,V Sehwag,Delhi Daredevils,field
419112,2010,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Royal Challengers Bangalore,JH Kallis,Kings XI Punjab,bat
419113,2010,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Chennai Super Kings,MS Dhoni,Chennai Super Kings,bat
419114,2010,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,SR Tendulkar,Delhi Daredevils,field
419115,2010,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,Royal Challengers Bangalore,JH Kallis,Royal Challengers Bangalore,field
419116,2010,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,Chennai Super Kings,ML Hayden,Delhi Daredevils,bat
419117,2010,Deccan Chargers,Kings XI Punjab,Barabati Stadium,Deccan Chargers,A Symonds,Kings XI Punjab,field
419118,2010,Rajasthan Royals,Kolkata Knight Riders,"Sardar Patel Stadium, Motera",Rajasthan Royals,AA Jhunjhunwala,Rajasthan Royals,bat
419119,2010,Mumbai Indians,Royal Challengers Bangalore,Brabourne Stadium,Royal Challengers Bangalore,JH Kallis,Mumbai Indians,bat
419120,2010,Deccan Chargers,Delhi Daredevils,Barabati Stadium,Deccan Chargers,A Symonds,Deccan Chargers,bat
419121,2010,Chennai Super Kings,Kings XI Punjab,"MA Chidambaram Stadium, Chepauk",,J Theron,Chennai Super Kings,field
419122,2010,Mumbai Indians,Kolkata Knight Riders,Brabourne Stadium,Mumbai Indians,SR Tendulkar,Kolkata Knight Riders,bat
419123,2010,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Royal Challengers Bangalore,RV Uthappa,Chennai Super Kings,field
419124,2010,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Rajasthan Royals,AC Voges,Kings XI Punjab,field
419125,2010,Chennai Super Kings,Mumbai Indians,"Brabourne Stadium, Mumbai",Mumbai Indians,SR Tendulkar,Mumbai Indians,field
419126,2010,Rajasthan Royals,Deccan Chargers,"Sardar Patel Stadium, Motera",Rajasthan Royals,YK Pathan,Deccan Chargers,bat
419127,2010,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,MK Tiwary,Kolkata Knight Riders,bat
419128,2010,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,Delhi Daredevils,KM Jadhav,Royal Challengers Bangalore,field
419129,2010,Rajasthan Royals,Chennai Super Kings,"Sardar Patel Stadium, Motera",Rajasthan Royals,NV Ojha,Rajasthan Royals,bat
419130,2010,Deccan Chargers,Mumbai Indians,Dr DY Patil Sports Academy,Mumbai Indians,Harbhajan Singh,Deccan Chargers,field
419131,2010,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Daredevils,DA Warner,Delhi Daredevils,bat
419132,2010,Mumbai Indians,Kings XI Punjab,Brabourne Stadium,Mumbai Indians,SL Malinga,Mumbai Indians,field
419133,2010,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,M Vijay,Royal Challengers Bangalore,bat
419134,2010,Delhi Daredevils,Rajasthan Royals,Feroz Shah Kotla,Delhi Daredevils,KD Karthik,Delhi Daredevils,bat
419135,2010,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,Kolkata Knight Riders,SC Ganguly,Kolkata Knight Riders,bat
419136,2010,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,KP Pietersen,Kings XI Punjab,bat
419137,2010,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,M Vijay,Chennai Super Kings,bat
419138,2010,Mumbai Indians,Deccan Chargers,Brabourne Stadium,Mumbai Indians,AT Rayudu,Mumbai Indians,bat
419139,2010,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kings XI Punjab,DPMD Jayawardene,Kolkata Knight Riders,bat
419140,2010,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,Delhi Daredevils,PD Collingwood,Delhi Daredevils,bat
419141,2010,Deccan Chargers,Rajasthan Royals,"Vidarbha Cricket Association Stadium, Jamtha",Rajasthan Royals,SK Warne,Rajasthan Royals,bat
419142,2010,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,SK Raina,Chennai Super Kings,bat
419143,2010,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,Rajasthan Royals,MJ Lumb,Kings XI Punjab,bat
419144,2010,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Kolkata Knight Riders,SC Ganguly,Kolkata Knight Riders,bat
419145,2010,Royal Challengers Bangalore,Deccan Chargers,M Chinnaswamy Stadium,Deccan Chargers,TL Suman,Deccan Chargers,field
419146,2010,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,KC Sangakkara,Mumbai Indians,bat
419147,2010,Deccan Chargers,Chennai Super Kings,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,RJ Harris,Chennai Super Kings,bat
419148,2010,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Royal Challengers Bangalore,R Vinay Kumar,Royal Challengers Bangalore,field
419149,2010,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Kings XI Punjab,PP Chawla,Delhi Daredevils,bat
419150,2010,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Mumbai Indians,SR Tendulkar,Rajasthan Royals,field
419151,2010,Deccan Chargers,Royal Challengers Bangalore,"Vidarbha Cricket Association Stadium, Jamtha",Deccan Chargers,Harmeet Singh,Royal Challengers Bangalore,field
419152,2010,Mumbai Indians,Delhi Daredevils,Brabourne Stadium,Mumbai Indians,KA Pollard,Mumbai Indians,bat
419153,2010,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,R Ashwin,Kolkata Knight Riders,bat
419154,2010,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,KP Pietersen,Rajasthan Royals,bat
419155,2010,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Delhi Daredevils,G Gambhir,Chennai Super Kings,bat
419156,2010,Kings XI Punjab,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,Deccan Chargers,RG Sharma,Deccan Chargers,field
419157,2010,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,R McLaren,Royal Challengers Bangalore,field
419158,2010,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,JD Unadkat,Rajasthan Royals,bat
419159,2010,Kings XI Punjab,Chennai Super Kings,Himachal Pradesh Cricket Association Stadium,Chennai Super Kings,MS Dhoni,Chennai Super Kings,field
419160,2010,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,Deccan Chargers,A Symonds,Deccan Chargers,bat
419161,2010,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Kolkata Knight Riders,M Kartik,Mumbai Indians,bat
419162,2010,Royal Challengers Bangalore,Mumbai Indians,Dr DY Patil Sports Academy,Mumbai Indians,KA Pollard,Mumbai Indians,bat
419163,2010,Chennai Super Kings,Deccan Chargers,Dr DY Patil Sports Academy,Chennai Super Kings,DE Bollinger,Chennai Super Kings,bat
419164,2010,Royal Challengers Bangalore,Deccan Chargers,Dr DY Patil Sports Academy,Royal Challengers Bangalore,A Kumble,Deccan Chargers,bat
419165,2010,Chennai Super Kings,Mumbai Indians,Dr DY Patil Sports Academy,Chennai Super Kings,SK Raina,Chennai Super Kings,bat
501198,2011,Chennai Super Kings,Kolkata Knight Riders,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,S Anirudha,Chennai Super Kings,bat
501199,2011,Deccan Chargers,Rajasthan Royals,"Rajiv Gandhi International Stadium, Uppal",Rajasthan Royals,SK Trivedi,Rajasthan Royals,field
501200,2011,Kochi Tuskers Kerala,Royal Challengers Bangalore,Nehru Stadium,Royal Challengers Bangalore,AB de Villiers,Kochi Tuskers Kerala,bat
501201,2011,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Mumbai Indians,SL Malinga,Delhi Daredevils,bat
501202,2011,Pune Warriors,Kings XI Punjab,Dr DY Patil Sports Academy,Pune Warriors,SB Wagh,Kings XI Punjab,bat
501203,2011,Kolkata Knight Riders,Deccan Chargers,Eden Gardens,Kolkata Knight Riders,JH Kallis,Kolkata Knight Riders,bat
501204,2011,Rajasthan Royals,Delhi Daredevils,Sawai Mansingh Stadium,Rajasthan Royals,SK Warne,Delhi Daredevils,bat
501205,2011,Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,SR Tendulkar,Mumbai Indians,field
501206,2011,Kings XI Punjab,Chennai Super Kings,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,PC Valthaty,Kings XI Punjab,field
501207,2011,Pune Warriors,Kochi Tuskers Kerala,Dr DY Patil Sports Academy,Pune Warriors,MD Mishra,Kochi Tuskers Kerala,bat
501208,2011,Deccan Chargers,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Deccan Chargers,DW Steyn,Royal Challengers Bangalore,field
501209,2011,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,G Gambhir,Kolkata Knight Riders,field
501210,2011,Mumbai Indians,Kochi Tuskers Kerala,Wankhede Stadium,Kochi Tuskers Kerala,BB McCullum,Kochi Tuskers Kerala,field
501211,2011,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,MEK Hussey,Chennai Super Kings,bat
501212,2011,Deccan Chargers,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,PC Valthaty,Kings XI Punjab,field
501213,2011,Pune Warriors,Delhi Daredevils,Dr DY Patil Sports Academy,Delhi Daredevils,Yuvraj Singh,Delhi Daredevils,field
501214,2011,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,L Balaji,Kolkata Knight Riders,field
501215,2011,Kochi Tuskers Kerala,Chennai Super Kings,Nehru Stadium,Kochi Tuskers Kerala,BB McCullum,Kochi Tuskers Kerala,field
501216,2011,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,Deccan Chargers,S Sohal,Deccan Chargers,bat
501218,2011,Mumbai Indians,Pune Warriors,Wankhede Stadium,Mumbai Indians,MM Patel,Pune Warriors,bat
501219,2011,Kolkata Knight Riders,Kochi Tuskers Kerala,Eden Gardens,Kochi Tuskers Kerala,DPMD Jayawardene,Kolkata Knight Riders,field
501220,2011,Kings XI Punjab,Rajasthan Royals,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,SE Marsh,Rajasthan Royals,field
501221,2011,Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Mumbai Indians,Harbhajan Singh,Chennai Super Kings,field
501222,2011,Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,CH Gayle,Royal Challengers Bangalore,field
501223,2011,Delhi Daredevils,Kings XI Punjab,Feroz Shah Kotla,Delhi Daredevils,DA Warner,Kings XI Punjab,field
501224,2011,Deccan Chargers,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,SL Malinga,Deccan Chargers,field
501225,2011,Rajasthan Royals,Kochi Tuskers Kerala,Sawai Mansingh Stadium,Rajasthan Royals,SK Warne,Rajasthan Royals,field
501226,2011,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,MEK Hussey,Pune Warriors,field
501227,2011,Delhi Daredevils,Royal Challengers Bangalore,Feroz Shah Kotla,Royal Challengers Bangalore,V Kohli,Royal Challengers Bangalore,field
501228,2011,Pune Warriors,Chennai Super Kings,Dr DY Patil Sports Academy,Chennai Super Kings,DE Bollinger,Pune Warriors,bat
501229,2011,Kochi Tuskers Kerala,Deccan Chargers,Nehru Stadium,Deccan Chargers,I Sharma,Kochi Tuskers Kerala,field
501230,2011,Delhi Daredevils,Kolkata Knight Riders,Feroz Shah Kotla,Kolkata Knight Riders,MK Tiwary,Delhi Daredevils,field
501231,2011,Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Rajasthan Royals,J Botha,Rajasthan Royals,field
501232,2011,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,Royal Challengers Bangalore,V Kohli,Pune Warriors,field
501233,2011,Kochi Tuskers Kerala,Delhi Daredevils,Nehru Stadium,Delhi Daredevils,V Sehwag,Delhi Daredevils,bat
501234,2011,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,Iqbal Abdulla,Kolkata Knight Riders,field
501235,2011,Rajasthan Royals,Pune Warriors,Sawai Mansingh Stadium,Rajasthan Royals,LRPL Taylor,Rajasthan Royals,field
501236,2011,Chennai Super Kings,Deccan Chargers,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,JA Morkel,Chennai Super Kings,bat
501237,2011,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,KA Pollard,Kings XI Punjab,field
501238,2011,Delhi Daredevils,Kochi Tuskers Kerala,Feroz Shah Kotla,Kochi Tuskers Kerala,P Parameswaran,Kochi Tuskers Kerala,field
501239,2011,Deccan Chargers,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,YK Pathan,Deccan Chargers,field
501240,2011,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,MEK Hussey,Rajasthan Royals,bat
501241,2011,Pune Warriors,Mumbai Indians,Dr DY Patil Sports Academy,Mumbai Indians,R Sharma,Pune Warriors,field
501242,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,Nehru Stadium,Kochi Tuskers Kerala,BJ Hodge,Kolkata Knight Riders,field
501243,2011,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,V Sehwag,Delhi Daredevils,field
501244,2011,Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Royal Challengers Bangalore,CH Gayle,Kings XI Punjab,field
501245,2011,Kolkata Knight Riders,Chennai Super Kings,Eden Gardens,Kolkata Knight Riders,Iqbal Abdulla,Chennai Super Kings,bat
501246,2011,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Mumbai Indians,AT Rayudu,Delhi Daredevils,field
501247,2011,Royal Challengers Bangalore,Kochi Tuskers Kerala,M Chinnaswamy Stadium,Royal Challengers Bangalore,CH Gayle,Kochi Tuskers Kerala,bat
501248,2011,Kings XI Punjab,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",Pune Warriors,R Sharma,Kings XI Punjab,bat
501249,2011,Rajasthan Royals,Chennai Super Kings,Sawai Mansingh Stadium,Chennai Super Kings,M Vijay,Rajasthan Royals,field
501250,2011,Deccan Chargers,Pune Warriors,"Rajiv Gandhi International Stadium, Uppal",Pune Warriors,MR Marsh,Deccan Chargers,bat
501251,2011,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,BA Bhatt,Mumbai Indians,field
501252,2011,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,S Aravind,Royal Challengers Bangalore,field
501253,2011,Chennai Super Kings,Delhi Daredevils,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,MS Dhoni,Chennai Super Kings,bat
501254,2011,Kochi Tuskers Kerala,Kings XI Punjab,Holkar Cricket Stadium,Kings XI Punjab,KD Karthik,Kings XI Punjab,field
501255,2011,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Royal Challengers Bangalore,CH Gayle,Royal Challengers Bangalore,field
501256,2011,Mumbai Indians,Deccan Chargers,Wankhede Stadium,Deccan Chargers,A Mishra,Deccan Chargers,bat
501257,2011,Kings XI Punjab,Delhi Daredevils,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,PP Chawla,Delhi Daredevils,field
501258,2011,Kochi Tuskers Kerala,Rajasthan Royals,Holkar Cricket Stadium,Kochi Tuskers Kerala,BJ Hodge,Kochi Tuskers Kerala,field
501259,2011,Pune Warriors,Deccan Chargers,Dr DY Patil Sports Academy,Deccan Chargers,A Mishra,Deccan Chargers,field
501260,2011,Kings XI Punjab,Royal Challengers Bangalore,Himachal Pradesh Cricket Association Stadium,Kings XI Punjab,AC Gilchrist,Kings XI Punjab,bat
501261,2011,Chennai Super Kings,Kochi Tuskers Kerala,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,WP Saha,Chennai Super Kings,bat
501262,2011,Pune Warriors,Kolkata Knight Riders,Dr DY Patil Sports Academy,Kolkata Knight Riders,YK Pathan,Kolkata Knight Riders,field
501263,2011,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Rajasthan Royals,SR Watson,Mumbai Indians,bat
501264,2011,Kings XI Punjab,Deccan Chargers,Himachal Pradesh Cricket Association Stadium,Deccan Chargers,S Dhawan,Kings XI Punjab,field
501265,2011,Delhi Daredevils,Pune Warriors,Feroz Shah Kotla,,,Delhi Daredevils,bat
501266,2011,Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,Royal Challengers Bangalore,CH Gayle,Royal Challengers Bangalore,field
501267,2011,Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Mumbai Indians,JEC Franklin,Mumbai Indians,field
501268,2011,Royal Challengers Bangalore,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,SK Raina,Chennai Super Kings,field
501269,2011,Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,MM Patel,Mumbai Indians,field
501270,2011,Royal Challengers Bangalore,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Royal Challengers Bangalore,CH Gayle,Mumbai Indians,field
501271,2011,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,M Vijay,Chennai Super Kings,bat
548306,2012,Chennai Super Kings,Mumbai Indians,"MA Chidambaram Stadium, Chepauk",Mumbai Indians,RE Levi,Mumbai Indians,field
548307,2012,Kolkata Knight Riders,Delhi Daredevils,Eden Gardens,Delhi Daredevils,IK Pathan,Delhi Daredevils,field
548308,2012,Mumbai Indians,Pune Warriors,Wankhede Stadium,Pune Warriors,SPD Smith,Mumbai Indians,field
548309,2012,Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,Rajasthan Royals,AM Rahane,Kings XI Punjab,field
548310,2012,Royal Challengers Bangalore,Delhi Daredevils,M Chinnaswamy Stadium,Royal Challengers Bangalore,AB de Villiers,Delhi Daredevils,field
548311,2012,Deccan Chargers,Chennai Super Kings,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Chennai Super Kings,RA Jadeja,Deccan Chargers,field
548312,2012,Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Rajasthan Royals,BJ Hodge,Kolkata Knight Riders,field
548313,2012,Pune Warriors,Kings XI Punjab,Subrata Roy Sahara Stadium,Pune Warriors,MN Samuels,Pune Warriors,bat
548314,2012,Deccan Chargers,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Mumbai Indians,RG Sharma,Deccan Chargers,bat
548315,2012,Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,L Balaji,Royal Challengers Bangalore,field
548316,2012,Delhi Daredevils,Chennai Super Kings,Feroz Shah Kotla,Delhi Daredevils,M Morkel,Delhi Daredevils,field
548317,2012,Mumbai Indians,Rajasthan Royals,Wankhede Stadium,Mumbai Indians,KA Pollard,Rajasthan Royals,field
548318,2012,Chennai Super Kings,Royal Challengers Bangalore,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,F du Plessis,Royal Challengers Bangalore,bat
548319,2012,Kings XI Punjab,Pune Warriors,"Punjab Cricket Association Stadium, Mohali",Kings XI Punjab,AD Mascarenhas,Kings XI Punjab,field
548320,2012,Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,Kolkata Knight Riders,Shakib Al Hasan,Rajasthan Royals,bat
548321,2012,Delhi Daredevils,Deccan Chargers,Feroz Shah Kotla,Delhi Daredevils,KP Pietersen,Deccan Chargers,bat
548322,2012,Pune Warriors,Chennai Super Kings,Subrata Roy Sahara Stadium,Pune Warriors,JD Ryder,Chennai Super Kings,bat
548323,2012,Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kings XI Punjab,SP Narine,Kolkata Knight Riders,field
548324,2012,Royal Challengers Bangalore,Rajasthan Royals,M Chinnaswamy Stadium,Rajasthan Royals,AM Rahane,Rajasthan Royals,bat
548325,2012,Mumbai Indians,Delhi Daredevils,Wankhede Stadium,Delhi Daredevils,S Nadeem,Delhi Daredevils,field
548326,2012,Rajasthan Royals,Deccan Chargers,Sawai Mansingh Stadium,Rajasthan Royals,BJ Hodge,Deccan Chargers,bat
548327,2012,Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,Royal Challengers Bangalore,CH Gayle,Pune Warriors,bat
548328,2012,Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association Stadium, Mohali",Kolkata Knight Riders,G Gambhir,Kings XI Punjab,bat
548329,2012,Deccan Chargers,Delhi Daredevils,"Rajiv Gandhi International Stadium, Uppal",Delhi Daredevils,DA Warner,Deccan Chargers,bat
548330,2012,Chennai Super Kings,Pune Warriors,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,KMDN Kulasekara,Pune Warriors,field
548331,2012,Kings XI Punjab,Royal Challengers Bangalore,"Punjab Cricket Association Stadium, Mohali",Royal Challengers Bangalore,CH Gayle,Royal Challengers Bangalore,field
548332,2012,Chennai Super Kings,Rajasthan Royals,"MA Chidambaram Stadium, Chepauk",Chennai Super Kings,F du Plessis,Rajasthan Royals,bat
548333,2012,Delhi Daredevils,Pune Warriors,Feroz Shah Kotla,Pune Warriors,SC Ganguly,Delhi Daredevils,field
548334,2012,Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Kings XI Punjab,SE Marsh,Mumbai Indians,bat
548335,2012,Deccan Chargers,Kolkata Knight Riders,Barabati Stadium,Kolkata Knight Riders,B Lee,Kolkata Knight Riders,field
548336,2012,Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,Royal Challengers Bangalore,AB de Villiers,Rajasthan Royals,field
548337,2012,Pune Warriors,Delhi Daredevils,Subrata Roy Sahara Stadium,Delhi Daredevils,V Sehwag,Pune Warriors,bat
548339,2012,Kings XI Punjab,Mumbai Indians,"Punjab Cricket Association Stadium, Mohali",Mumbai Indians,AT Rayudu,Kings XI Punjab,bat
548341,2012,Pune Warriors,Deccan Chargers,Subrata Roy Sahara Stadium,Deccan Chargers,CL White,Deccan Chargers,bat
548342,2012,Delhi Daredevils,Mumbai Indians,Feroz Shah Kotla,Delhi Daredevils,V Sehwag,Mumbai Indians,field
